Genename	Up	targetlog2	TFlog2	Down	targetlog2	TFlog2	Predict	Label	
CTLA4	Up	0	-0.199753404	Down	0	-0.141000051	0	0	0
IL5	Up	1.583461467	0.295501243	Down	0	0.296051142	0	0	0
IL5	Up	0	-0.199753404	Down	0	-0.141000051	0	0	0
UBE2N	Up	0.003661654	0.295501243	Down	-0.025903823	0.296051142	0	0	0
UBE2N	Up	-0.0075167	-0.199753404	Down	0.093926804	-0.141000051	0	0	0
CHRNA1	Up	0.400349134	0.295501243	Down	0.012927461	0.296051142	0	0	0
CHRNA1	Up	0.025832972	-0.199753404	Down	-0.043473889	-0.141000051	0	0	0
CD40LG	Up	0	0.295501243	Down	0	0.296051142	0	0	0
CD40LG	Up	0	-0.199753404	Down	0	-0.141000051	0	0	0
DDX41	Up	-0.066046751	0.295501243	Down	-0.159632769	0.296051142	0	0	0
DDX41	Up	0.432180139	-0.199753404	Down	-0.407189577	-0.141000051	0	0	0
SREBF2	Up	0.182949005	0.295501243	Down	-0.230119344	0.296051142	0	0	0
SREBF2	Up	-0.899312794	-0.199753404	Down	0.233296327	-0.141000051	0	0	0
IL23R	Up	0.084825722	0.295501243	Down	0	0.296051142	0	0	0
IL23R	Up	0	-0.199753404	Down	0	-0.141000051	0	0	0
PSMB11	Up	0.122976751	0.295501243	Down	-0.011926066	0.296051142	0	0	0
PSMB11	Up	-0.005138455	-0.199753404	Down	0.007245459	-0.141000051	0	0	0
KPNA1	Up	0.004908294	0.295501243	Down	0.172738931	0.296051142	0	0	0
KPNA1	Up	0.134675448	-0.199753404	Down	-0.437030085	-0.141000051	0	0	0
GFI1	Up	-0.438737382	0.295501243	Down	0	0.296051142	0	0	0
GFI1	Up	-0.035186303	-0.199753404	Down	0.151664397	-0.141000051	0	0	0
KLF13	Up	-0.024861803	0.295501243	Down	0.174570229	0.296051142	0	0	0
KLF13	Up	-0.191917768	-0.199753404	Down	0.136955286	-0.141000051	0	0	0
SUMO1	Up	0.001311728	0.295501243	Down	0.199619633	0.296051142	0	0	0
SUMO1	Up	0.369879433	-0.199753404	Down	-0.218956717	-0.141000051	0	0	0
FOSL1	Up	0.352986887	0.295501243	Down	0.295037096	0.296051142	0	0	0
FOSL1	Up	0.335671351	-0.199753404	Down	-0.384965566	-0.141000051	0	0	0
IFI44	Up	0.00335044	0.295501243	Down	0.284595792	0.296051142	0	0	0
IFI44	Up	0.099884948	-0.199753404	Down	0.097910147	-0.141000051	0	0	0
LMNA	Up	0.140838792	0.295501243	Down	-0.105776645	0.296051142	0	1	1
LMNA	Up	1.237585137	-0.199753404	Down	-0.831289887	-0.141000051	0	1	1
TYK2	Up	0.170032455	0.295501243	Down	0.128077254	0.296051142	0	0	0
TYK2	Up	0.022392742	-0.199753404	Down	0.162374897	-0.141000051	0	0	0
HDAC6	Up	0.253368024	0.295501243	Down	0.066107113	0.296051142	0	0	0
HDAC6	Up	0.06055556	-0.199753404	Down	-0.398539301	-0.141000051	0	0	0
KAT2B	Up	0.112528584	0.295501243	Down	-0.07443783	0.296051142	0	0	0
KAT2B	Up	-0.295238856	-0.199753404	Down	0.017258881	-0.141000051	0	0	0
SIN3A	Up	0.170487125	0.295501243	Down	0.05287249	0.296051142	0	0	0
SIN3A	Up	0.458353032	-0.199753404	Down	-0.677723565	-0.141000051	0	0	0
MAPK10	Up	0	0.295501243	Down	-0.002878196	0.296051142	0	0	0
MAPK10	Up	0	-0.199753404	Down	-0.002769479	-0.141000051	0	0	0
SYK	Up	0.053411983	0.295501243	Down	-0.301958859	0.296051142	0	0	0
SYK	Up	0.285420302	-0.199753404	Down	0.323576198	-0.141000051	0	0	0
STAT3	Up	0.00324435	0.295501243	Down	-0.019220888	0.296051142	0	0	0
STAT3	Up	-0.472344801	-0.199753404	Down	0.331487507	-0.141000051	0	0	0
CD69	Up	-0.013310348	0.295501243	Down	0.34265309	0.296051142	0	0	0
CD69	Up	-0.082217149	-0.199753404	Down	0.939363036	-0.141000051	0	0	0
MMP3	Up	-0.309529154	0.295501243	Down	0	0.296051142	0	0	0
MMP3	Up	0	-0.199753404	Down	0	-0.141000051	0	0	0
MTOR	Up	0.01190549	0.295501243	Down	0.030541827	0.296051142	0	0	0
MTOR	Up	0.302413813	-0.199753404	Down	-0.446243129	-0.141000051	0	0	0
EHMT2	Up	0.074463948	0.295501243	Down	0.116515741	0.296051142	0	0	0
EHMT2	Up	0.147251716	-0.199753404	Down	-0.28539061	-0.141000051	0	0	0
CREB1	Up	-0.146618004	0.295501243	Down	0.223634129	0.296051142	0	0	0
CREB1	Up	0.220186505	-0.199753404	Down	-0.289011476	-0.141000051	0	0	0
RAG2	Up	-1.668500303	0.295501243	Down	-0.005025566	0.296051142	0	0	0
RAG2	Up	0	-0.199753404	Down	0	-0.141000051	0	0	0
ZBP1	Up	-0.209256899	0.295501243	Down	0.71720747	0.296051142	0	0	0
ZBP1	Up	-0.433547266	-0.199753404	Down	1.1153952	-0.141000051	0	0	0
IL1R1	Up	-0.134853368	0.295501243	Down	-0.265433209	0.296051142	0	0	0
IL1R1	Up	1.016538101	-0.199753404	Down	-0.237893106	-0.141000051	0	0	0
TICAM1	Up	0.064519157	0.295501243	Down	-0.556749135	0.296051142	0	0	0
TICAM1	Up	-0.629216948	-0.199753404	Down	0.389037386	-0.141000051	0	0	0
NOTCH1	Up	-0.514266418	0.295501243	Down	0.972034991	0.296051142	0	1	1
NOTCH1	Up	-1.201280786	-0.199753404	Down	1.296642507	-0.141000051	0	1	1
TBX21	Up	2.004029902	0.295501243	Down	-0.005759269	0.296051142	0	0	0
TBX21	Up	0	-0.199753404	Down	0	-0.141000051	0	0	0
MYB	Up	-0.143981025	0.295501243	Down	0.028833763	0.296051142	0	0	0
MYB	Up	-0.205402752	-0.199753404	Down	0.164085878	-0.141000051	0	0	0
CCL2	Up	-0.221057614	0.295501243	Down	1.218641281	0.296051142	0	1	1
CCL2	Up	-3.944944236	-0.199753404	Down	5.619454101	-0.141000051	1	1	0
BIRC3	Up	0.110768126	0.295501243	Down	0.16176636	0.296051142	0	1	1
BIRC3	Up	2.990144067	-0.199753404	Down	-1.238221655	-0.141000051	0	1	1
BECN1	Up	0.10865249	0.295501243	Down	-0.035362046	0.296051142	0	0	0
BECN1	Up	-0.042274246	-0.199753404	Down	0.029866525	-0.141000051	0	0	0
CD80	Up	-0.687524639	0.295501243	Down	0.458124598	0.296051142	0	0	0
CD80	Up	0.197979779	-0.199753404	Down	0.951385535	-0.141000051	0	0	0
TAPBPL	Up	0.025754101	0.295501243	Down	0.232315578	0.296051142	0	0	0
TAPBPL	Up	-0.168122738	-0.199753404	Down	0.086051735	-0.141000051	0	0	0
IL18	Up	0.283325296	0.295501243	Down	0.021392943	0.296051142	0	0	0
IL18	Up	-0.578297452	-0.199753404	Down	0.272057642	-0.141000051	0	0	0
ITGAE	Up	0.110837063	0.295501243	Down	-0.300704824	0.296051142	0	1	1
ITGAE	Up	0.075366499	-0.199753404	Down	0.460131986	-0.141000051	0	1	1
NUPR1	Up	0.024508539	0.295501243	Down	0.359819296	0.296051142	0	0	0
NUPR1	Up	-0.245128822	-0.199753404	Down	0.308132279	-0.141000051	0	0	0
CD74	Up	0.139374412	0.295501243	Down	0.414122666	0.296051142	0	0	0
CD74	Up	-0.628620654	-0.199753404	Down	2.352743958	-0.141000051	1	0	1
HCK	Up	0.166099589	0.295501243	Down	0.580263812	0.296051142	0	1	1
HCK	Up	-0.831829159	-0.199753404	Down	0.715176712	-0.141000051	0	1	1
AR	Up	-0.246149403	0.295501243	Down	0.004304414	0.296051142	0	0	0
AR	Up	0	-0.199753404	Down	0	-0.141000051	0	0	0
TRAF1	Up	0.400574257	0.295501243	Down	-0.352187716	0.296051142	0	1	1
TRAF1	Up	5.221605286	-0.199753404	Down	-1.64737696	-0.141000051	0	1	1
TLR7	Up	-0.536733828	0.295501243	Down	0.835280496	0.296051142	0	1	1
TLR7	Up	-1.668731602	-0.199753404	Down	1.563710743	-0.141000051	1	1	0
CCR7	Up	0.829444849	0.295501243	Down	-0.117323833	0.296051142	0	0	0
CCR7	Up	0.080370207	-0.199753404	Down	0.109915188	-0.141000051	0	0	0
MAPK1	Up	0.077495906	0.295501243	Down	0.092159857	0.296051142	0	0	0
MAPK1	Up	0.111856096	-0.199753404	Down	-0.168915461	-0.141000051	0	0	0
CASP7	Up	0.167905209	0.295501243	Down	0.109778236	0.296051142	0	0	0
CASP7	Up	-0.309443099	-0.199753404	Down	0.400401572	-0.141000051	0	0	0
EDN1	Up	-0.41077668	0.295501243	Down	0.027333879	0.296051142	0	0	0
EDN1	Up	0.102912179	-0.199753404	Down	-0.037176665	-0.141000051	0	0	0
IDO2	Up	0.202055316	0.295501243	Down	0.640336704	0.296051142	0	0	0
IDO2	Up	0.118708473	-0.199753404	Down	-0.091774697	-0.141000051	0	0	0
DUSP1	Up	0.072406048	0.295501243	Down	0.485455414	0.296051142	0	0	0
DUSP1	Up	-0.099513043	-0.199753404	Down	0.395361209	-0.141000051	0	0	0
DICER1	Up	-0.139569086	0.295501243	Down	0.033978954	0.296051142	0	0	0
DICER1	Up	0.398399273	-0.199753404	Down	-0.44225255	-0.141000051	0	0	0
IRAK3	Up	-0.050571534	0.295501243	Down	0.488086089	0.296051142	0	0	0
IRAK3	Up	-0.925701901	-0.199753404	Down	0.847375963	-0.141000051	0	0	0
PSMB10	Up	0.261394464	0.295501243	Down	0.089188072	0.296051142	0	0	0
PSMB10	Up	-0.293055076	-0.199753404	Down	0.518951283	-0.141000051	0	0	0
FN1	Up	-0.636812362	0.295501243	Down	-0.000931873	0.296051142	0	0	0
FN1	Up	-2.262462315	-0.199753404	Down	2.19124721	-0.141000051	1	0	1
IER2	Up	0.288537119	0.295501243	Down	0.061177497	0.296051142	0	0	0
IER2	Up	-0.298874334	-0.199753404	Down	0.692631948	-0.141000051	0	0	0
STX11	Up	0.263551356	0.295501243	Down	-0.130273773	0.296051142	0	0	0
STX11	Up	0.416416198	-0.199753404	Down	-0.5539339	-0.141000051	0	0	0
VCAM1	Up	0.24215208	0.295501243	Down	-0.026006106	0.296051142	0	0	0
VCAM1	Up	-0.39944859	-0.199753404	Down	0.218728466	-0.141000051	0	0	0
BBC3	Up	0.081801488	0.295501243	Down	0.095920909	0.296051142	0	0	0
BBC3	Up	-0.096705721	-0.199753404	Down	0.194442719	-0.141000051	0	0	0
ACTB	Up	-0.03365978	0.295501243	Down	-0.034645744	0.296051142	0	0	0
ACTB	Up	-0.955278791	-0.199753404	Down	0.747092146	-0.141000051	0	0	0
FOS	Up	0.075729789	0.295501243	Down	0.177868964	0.296051142	0	1	1
FOS	Up	2.610365616	-0.199753404	Down	-1.580682526	-0.141000051	0	1	1
CD5	Up	-0.024666207	0.295501243	Down	-0.768175428	0.296051142	0	0	0
CD5	Up	0.442163079	-0.199753404	Down	-0.479990698	-0.141000051	0	0	0
MMP12	Up	-0.96208865	0.295501243	Down	1.356035228	0.296051142	0	1	1
MMP12	Up	-1.108096464	-0.199753404	Down	6.007029168	-0.141000051	1	1	0
CXCL12	Up	0.199552344	0.295501243	Down	0.015604523	0.296051142	0	0	0
CXCL12	Up	-0.062772173	-0.199753404	Down	0.034265438	-0.141000051	0	0	0
GATA1	Up	1.293879437	0.295501243	Down	0	0.296051142	0	0	0
GATA1	Up	-0.027387912	-0.199753404	Down	-0.024358658	-0.141000051	0	0	0
PTPRC	Up	0.106306601	0.295501243	Down	0.127326196	0.296051142	0	0	0
PTPRC	Up	-0.208816709	-0.199753404	Down	0.14123809	-0.141000051	0	0	0
MAP3K14	Up	-0.020686002	0.295501243	Down	-0.062264893	0.296051142	0	0	0
MAP3K14	Up	0.182186185	-0.199753404	Down	-0.413078149	-0.141000051	0	0	0
IKBKE	Up	-0.46095557	0.295501243	Down	1.071126753	0.296051142	0	1	1
IKBKE	Up	-0.570108296	-0.199753404	Down	1.135642178	-0.141000051	0	1	1
KAT2A	Up	0.049761281	0.295501243	Down	0.143452531	0.296051142	0	0	0
KAT2A	Up	0.499826187	-0.199753404	Down	-0.510033465	-0.141000051	0	0	0
MCL1	Up	0.012509955	0.295501243	Down	-0.244278977	0.296051142	0	1	1
MCL1	Up	0.503188413	-0.199753404	Down	-0.339929472	-0.141000051	0	1	1
ETS1	Up	-0.391835243	0.295501243	Down	0.106578156	0.296051142	0	0	0
ETS1	Up	-0.298576164	-0.199753404	Down	-0.145229992	-0.141000051	0	0	0
KLF2	Up	-0.384544236	0.295501243	Down	0.422922888	0.296051142	0	1	1
KLF2	Up	-1.891666625	-0.199753404	Down	1.113340765	-0.141000051	1	1	0
SRC	Up	0.185703916	0.295501243	Down	-0.700256159	0.296051142	0	1	1
SRC	Up	4.074901607	-0.199753404	Down	-2.576976767	-0.141000051	0	1	1
EGF	Up	-0.000450576	0.295501243	Down	0.009402782	0.296051142	0	0	0
EGF	Up	0.077506233	-0.199753404	Down	-0.021510498	-0.141000051	0	0	0
MX1	Up	0.047535113	0.295501243	Down	0.398144188	0.296051142	0	0	0
MX1	Up	-0.420367635	-0.199753404	Down	1.124418295	-0.141000051	0	0	0
RHOA	Up	-0.025573216	0.295501243	Down	0.215126015	0.296051142	0	0	0
RHOA	Up	-0.195675257	-0.199753404	Down	-0.011518199	-0.141000051	0	0	0
TGFB1	Up	0.019639557	0.295501243	Down	-0.056513789	0.296051142	0	0	0
TGFB1	Up	-0.824878078	-0.199753404	Down	1.078545251	-0.141000051	0	0	0
MYCN	Up	0	0.295501243	Down	0	0.296051142	0	0	0
MYCN	Up	-0.067244951	-0.199753404	Down	0	-0.141000051	0	0	0
BATF3	Up	-0.124739549	0.295501243	Down	-0.118931272	0.296051142	0	0	0
BATF3	Up	-1.412568511	-0.199753404	Down	2.305281775	-0.141000051	1	0	1
NFKBID	Up	0.163509035	0.295501243	Down	0.218682587	0.296051142	0	0	0
NFKBID	Up	1.09731163	-0.199753404	Down	-0.850711392	-0.141000051	0	0	0
CARD9	Up	0.199847218	0.295501243	Down	0.355305739	0.296051142	0	0	0
CARD9	Up	-0.682636231	-0.199753404	Down	0.722164183	-0.141000051	0	0	0
CX3CL1	Up	-1.077473622	0.295501243	Down	0.125422762	0.296051142	0	0	0
CX3CL1	Up	-0.00300147	-0.199753404	Down	0.10454973	-0.141000051	0	0	0
PSME2	Up	0.134467923	0.295501243	Down	0.032295477	0.296051142	0	0	0
PSME2	Up	0.206283211	-0.199753404	Down	-0.193852481	-0.141000051	0	0	0
IL1RN	Up	-0.218835058	0.295501243	Down	0.560570502	0.296051142	0	0	0
IL1RN	Up	1.355283953	-0.199753404	Down	1.844031007	-0.141000051	0	0	0
CXCL1	Up	1.439113459	0.295501243	Down	0.476970759	0.296051142	0	0	0
CXCL1	Up	-0.202258771	-0.199753404	Down	2.147559343	-0.141000051	0	0	0
TANK	Up	0.274114402	0.295501243	Down	-0.459813599	0.296051142	0	1	1
TANK	Up	0.789712781	-0.199753404	Down	-0.424041214	-0.141000051	0	1	1
IFNA13	Up	-0.386571491	0.295501243	Down	0	0.296051142	0	0	0
IFNA13	Up	0	-0.199753404	Down	0	-0.141000051	0	0	0
KLF10	Up	-0.006578857	0.295501243	Down	0.025869546	0.296051142	0	0	0
KLF10	Up	0.144640719	-0.199753404	Down	-0.384947294	-0.141000051	0	0	0
BCL3	Up	0.297675515	0.295501243	Down	-0.122380689	0.296051142	0	1	1
BCL3	Up	1.268799293	-0.199753404	Down	-0.834773272	-0.141000051	0	1	1
GATA2	Up	-0.001053628	0.295501243	Down	0.004733478	0.296051142	0	0	0
GATA2	Up	1.320584926	-0.199753404	Down	-0.989952497	-0.141000051	0	0	0
CD28	Up	-0.198821031	0.295501243	Down	0.336049203	0.296051142	0	0	0
CD28	Up	-0.685087982	-0.199753404	Down	0.602114914	-0.141000051	0	0	0
IFIT2	Up	-0.149414179	0.295501243	Down	0.691684958	0.296051142	0	1	1
IFIT2	Up	-0.439100898	-0.199753404	Down	0.844318077	-0.141000051	0	1	1
NFATC2	Up	-0.001343637	0.295501243	Down	0.787507773	0.296051142	0	0	0
NFATC2	Up	-0.126240664	-0.199753404	Down	0.095076319	-0.141000051	0	0	0
IL12A	Up	3.028104845	0.295501243	Down	0	0.296051142	0	0	0
IL12A	Up	-0.03895044	-0.199753404	Down	-0.03617414	-0.141000051	0	0	0
ERBB2	Up	-0.601772275	0.295501243	Down	-0.004278881	0.296051142	0	0	0
ERBB2	Up	-0.008560033	-0.199753404	Down	0	-0.141000051	0	0	0
IL4I1	Up	0.399172935	0.295501243	Down	-0.55245378	0.296051142	0	1	1
IL4I1	Up	0.338999877	-0.199753404	Down	0.291412227	-0.141000051	0	1	1
CASP9	Up	0.10929112	0.295501243	Down	-0.113297293	0.296051142	0	0	0
CASP9	Up	-0.097584385	-0.199753404	Down	0.060523568	-0.141000051	0	0	0
FADD	Up	0.173488669	0.295501243	Down	0.082267239	0.296051142	0	0	0
FADD	Up	0.142381587	-0.199753404	Down	-0.013077231	-0.141000051	0	0	0
PIGR	Up	0	0.295501243	Down	-0.050528906	0.296051142	0	0	0
PIGR	Up	-0.029487512	-0.199753404	Down	0.108411129	-0.141000051	0	0	0
NFATC3	Up	0.01659488	0.295501243	Down	0.071999635	0.296051142	0	0	0
NFATC3	Up	0.182308811	-0.199753404	Down	-0.298461203	-0.141000051	0	0	0
TAPBP	Up	0.062850736	0.295501243	Down	0.087664788	0.296051142	0	0	0
TAPBP	Up	0.165668265	-0.199753404	Down	-0.101451967	-0.141000051	0	0	0
DDIT3	Up	-0.118215367	0.295501243	Down	0.266940061	0.296051142	0	0	0
DDIT3	Up	-0.572434273	-0.199753404	Down	1.224967999	-0.141000051	0	0	0
CASP4	Up	-0.007629793	0.295501243	Down	-0.000801359	0.296051142	0	1	1
CASP4	Up	1.416303032	-0.199753404	Down	-0.620753264	-0.141000051	0	1	1
TLR3	Up	-0.101845142	0.295501243	Down	0.501707726	0.296051142	0	0	0
TLR3	Up	-0.678348639	-0.199753404	Down	0.686005912	-0.141000051	0	0	0
IFI35	Up	-0.14706367	0.295501243	Down	0.198532304	0.296051142	0	0	0
IFI35	Up	0.094338705	-0.199753404	Down	-0.157332031	-0.141000051	0	0	0
UBE2D1	Up	0.063771362	0.295501243	Down	0.185880671	0.296051142	0	0	0
UBE2D1	Up	0.077660147	-0.199753404	Down	-0.092553889	-0.141000051	0	0	0
PRDM1	Up	0.113269215	0.295501243	Down	-0.548994247	0.296051142	0	1	1
PRDM1	Up	3.736279301	-0.199753404	Down	-3.245165748	-0.141000051	0	1	1
IL2RA	Up	-0.425020262	0.295501243	Down	0.056229536	0.296051142	0	0	0
IL2RA	Up	0	-0.199753404	Down	0.078779738	-0.141000051	0	0	0
ATF4	Up	0.150398742	0.295501243	Down	-0.122509594	0.296051142	0	1	1
ATF4	Up	0.32583734	-0.199753404	Down	-0.014086215	-0.141000051	0	1	1
SLC15A3	Up	-0.318654264	0.295501243	Down	0.786218379	0.296051142	0	1	1
SLC15A3	Up	-3.435102047	-0.199753404	Down	3.985640757	-0.141000051	1	1	0
MAVS	Up	0.185316032	0.295501243	Down	0.019215991	0.296051142	0	0	0
MAVS	Up	0.333462346	-0.199753404	Down	-0.289287795	-0.141000051	0	0	0
NFKBIE	Up	-0.13757288	0.295501243	Down	0.232837414	0.296051142	0	0	0
NFKBIE	Up	2.357416857	-0.199753404	Down	-0.738950903	-0.141000051	0	0	0
CXCL11	Up	0.884191296	0.295501243	Down	0.22248191	0.296051142	0	0	0
CXCL11	Up	-0.000103763	-0.199753404	Down	0.000193108	-0.141000051	0	0	0
VDR	Up	0.922272448	0.295501243	Down	-0.07668918	0.296051142	0	0	0
VDR	Up	-0.041516429	-0.199753404	Down	1.275583089	-0.141000051	0	0	0
SHH	Up	0	0.295501243	Down	0	0.296051142	0	0	0
SHH	Up	0	-0.199753404	Down	0	-0.141000051	0	0	0
CCL22	Up	0.015774828	0.295501243	Down	0.242879001	0.296051142	0	0	0
CCL22	Up	0.262543136	-0.199753404	Down	1.831380684	-0.141000051	0	0	0
SETD7	Up	-0.394511331	0.295501243	Down	-0.055782672	0.296051142	0	0	0
SETD7	Up	0.279916047	-0.199753404	Down	-0.145698507	-0.141000051	0	0	0
MDM2	Up	-0.013743335	0.295501243	Down	0.26732089	0.296051142	0	0	0
MDM2	Up	1.10238	-0.199753404	Down	-0.344781613	-0.141000051	0	0	0
CD276	Up	-0.026478152	0.295501243	Down	-0.074194419	0.296051142	0	0	0
CD276	Up	0.183798079	-0.199753404	Down	-0.334084451	-0.141000051	0	0	0
CCL3	Up	-1.242233892	0.295501243	Down	0.765869428	0.296051142	0	1	1
CCL3	Up	-1.822974397	-0.199753404	Down	5.138172096	-0.141000051	1	1	0
TLR1	Up	-0.11186714	0.295501243	Down	0.499634649	0.296051142	0	1	1
TLR1	Up	-1.406211189	-0.199753404	Down	2.009616706	-0.141000051	1	1	0
GADD45A	Up	-1.136611069	0.295501243	Down	0.24879521	0.296051142	0	0	0
GADD45A	Up	0.151968136	-0.199753404	Down	0.39211554	-0.141000051	0	0	0
HDAC1	Up	0.127351728	0.295501243	Down	0.028363756	0.296051142	0	0	0
HDAC1	Up	0.105435136	-0.199753404	Down	0.105103582	-0.141000051	0	0	0
TLR9	Up	-0.022135816	0.295501243	Down	-0.225692694	0.296051142	0	0	0
TLR9	Up	-0.137327876	-0.199753404	Down	-0.236294327	-0.141000051	0	0	0
IRF9	Up	-0.009190332	0.295501243	Down	0.445779707	0.296051142	0	0	0
IRF9	Up	-0.271770195	-0.199753404	Down	0.064528113	-0.141000051	0	0	0
BCL2L11	Up	0.239998642	0.295501243	Down	-0.283783181	0.296051142	0	0	0
BCL2L11	Up	0.471765262	-0.199753404	Down	-0.778103486	-0.141000051	0	0	0
CDKN1B	Up	0.015976868	0.295501243	Down	0.236889775	0.296051142	0	0	0
CDKN1B	Up	0.054389229	-0.199753404	Down	-0.390967825	-0.141000051	0	0	0
PTEN	Up	0.137729637	0.295501243	Down	0.02796021	0.296051142	0	0	0
PTEN	Up	0.043106182	-0.199753404	Down	-0.126618901	-0.141000051	0	0	0
PLEK	Up	-0.771341797	0.295501243	Down	0.630813583	0.296051142	0	1	1
PLEK	Up	-1.839647396	-0.199753404	Down	2.450963651	-0.141000051	1	1	0
TLR8	Up	-0.434064314	0.295501243	Down	0.705834745	0.296051142	0	1	1
TLR8	Up	-2.790186531	-0.199753404	Down	2.165202396	-0.141000051	1	1	0
TNFRSF18	Up	0.057677567	0.295501243	Down	-0.022673093	0.296051142	0	0	0
TNFRSF18	Up	-0.074695377	-0.199753404	Down	0.204498113	-0.141000051	0	0	0
TNFSF14	Up	-0.695999655	0.295501243	Down	0.483417743	0.296051142	0	1	1
TNFSF14	Up	-0.236303648	-0.199753404	Down	2.807748867	-0.141000051	1	1	0
MAFB	Up	-0.071963936	0.295501243	Down	0.43212371	0.296051142	0	1	1
MAFB	Up	-2.714899629	-0.199753404	Down	1.868415164	-0.141000051	1	1	0
LITAF	Up	0.025363911	0.295501243	Down	-0.150827284	0.296051142	0	0	0
LITAF	Up	-1.581891622	-0.199753404	Down	2.238599087	-0.141000051	1	0	1
CDK9	Up	0.028774087	0.295501243	Down	-0.055714389	0.296051142	0	0	0
CDK9	Up	0.259277364	-0.199753404	Down	-0.105384963	-0.141000051	0	0	0
KEAP1	Up	-0.100422222	0.295501243	Down	0.274568151	0.296051142	0	1	1
KEAP1	Up	-0.110061745	-0.199753404	Down	0.005690411	-0.141000051	0	1	1
CISH	Up	-0.254361424	0.295501243	Down	-0.104197051	0.296051142	0	0	0
CISH	Up	-0.005300974	-0.199753404	Down	3.871180139	-0.141000051	1	0	1
E2F6	Up	0.095232818	0.295501243	Down	0.332349921	0.296051142	0	0	0
E2F6	Up	-0.083068281	-0.199753404	Down	-0.139910351	-0.141000051	0	0	0
BLNK	Up	0.114723545	0.295501243	Down	-0.140102499	0.296051142	0	0	0
BLNK	Up	0.117994868	-0.199753404	Down	-0.102735538	-0.141000051	0	0	0
MMP2	Up	-0.166184946	0.295501243	Down	0.103499805	0.296051142	0	0	0
MMP2	Up	-0.21565498	-0.199753404	Down	0.144133718	-0.141000051	0	0	0
MAF	Up	-0.270212407	0.295501243	Down	0.816339973	0.296051142	0	1	1
MAF	Up	-3.729608687	-0.199753404	Down	2.640556537	-0.141000051	1	1	0
ISG15	Up	0.248372036	0.295501243	Down	0.385728396	0.296051142	0	0	0
ISG15	Up	0.363358584	-0.199753404	Down	-0.106562143	-0.141000051	0	0	0
FOSB	Up	-1.052309564	0.295501243	Down	0.007117405	0.296051142	0	1	1
FOSB	Up	-0.299049719	-0.199753404	Down	0.020206579	-0.141000051	0	1	1
CIITA	Up	0.817017151	0.295501243	Down	0.205671884	0.296051142	0	0	0
CIITA	Up	-0.045047899	-0.199753404	Down	0.129944137	-0.141000051	0	0	0
SMARCD1	Up	-0.023737844	0.295501243	Down	0.062429732	0.296051142	0	0	0
SMARCD1	Up	0.556308207	-0.199753404	Down	-0.64485634	-0.141000051	0	0	0
IL12RB2	Up	-0.353501403	0.295501243	Down	0.51817841	0.296051142	0	1	1
IL12RB2	Up	0.087319576	-0.199753404	Down	0.066719513	-0.141000051	0	1	1
IFNAR2	Up	-0.100050178	0.295501243	Down	0.272707567	0.296051142	0	0	0
IFNAR2	Up	-0.638505503	-0.199753404	Down	0.298030876	-0.141000051	0	0	0
CD68	Up	-0.024967053	0.295501243	Down	-0.338287501	0.296051142	0	0	0
CD68	Up	-0.359805226	-0.199753404	Down	0.096239925	-0.141000051	0	0	0
ANXA5	Up	-0.078811784	0.295501243	Down	0.155795081	0.296051142	0	0	0
ANXA5	Up	-0.388870425	-0.199753404	Down	0.269470184	-0.141000051	0	0	0
CYLD	Up	0.172508549	0.295501243	Down	-0.102659463	0.296051142	0	0	0
CYLD	Up	0.194092222	-0.199753404	Down	-0.097267507	-0.141000051	0	0	0
KLF6	Up	-0.137519305	0.295501243	Down	0.442388612	0.296051142	0	0	0
KLF6	Up	-0.487327555	-0.199753404	Down	1.017167135	-0.141000051	0	0	0
HMOX1	Up	-0.930992988	0.295501243	Down	0.695591079	0.296051142	0	1	1
HMOX1	Up	-2.710696962	-0.199753404	Down	2.38821132	-0.141000051	1	1	0
CCNB1	Up	-0.098995753	0.295501243	Down	0.505210541	0.296051142	0	0	0
CCNB1	Up	0.213154383	-0.199753404	Down	-0.521598754	-0.141000051	0	0	0
CD274	Up	0.086700735	0.295501243	Down	0.377291715	0.296051142	0	0	0
CD274	Up	2.066143401	-0.199753404	Down	0.98278958	-0.141000051	0	0	0
STAT1	Up	0.122287385	0.295501243	Down	0.118077635	0.296051142	0	0	0
STAT1	Up	-0.062996599	-0.199753404	Down	0.008482544	-0.141000051	0	0	0
ID2	Up	-0.118639013	0.295501243	Down	0.451675738	0.296051142	0	0	0
ID2	Up	-2.438411296	-0.199753404	Down	3.160944193	-0.141000051	1	0	1
IL17A	Up	0	0.295501243	Down	0	0.296051142	0	0	0
IL17A	Up	0	-0.199753404	Down	0	-0.141000051	0	0	0
NFKBIA	Up	0.253242066	0.295501243	Down	0.179002132	0.296051142	0	1	1
NFKBIA	Up	2.102351566	-0.199753404	Down	-0.833206033	-0.141000051	0	1	1
IL23A	Up	-0.438515546	0.295501243	Down	-0.013245421	0.296051142	0	0	0
IL23A	Up	0	-0.199753404	Down	-0.034058596	-0.141000051	0	0	0
SPON1	Up	0.522215867	0.295501243	Down	-0.022113435	0.296051142	0	0	0
SPON1	Up	0	-0.199753404	Down	0	-0.141000051	0	0	0
CD83	Up	-0.006103759	0.295501243	Down	-0.396905358	0.296051142	0	0	0
CD83	Up	-0.468983587	-0.199753404	Down	0.074545413	-0.141000051	0	0	0
